OrderID,CustomerID,Product_ID,Quantity
ORD50734,CUST134,PROD1036,1
ORD50735,CUST135,PROD1101,3
ORD50736,CUST136,PROD1757,2
ORD50737,CUST137,PROD1762,2
ORD50738,CUST138,PROD1912,1
ORD50739,CUST139,PROD1253,2
ORD50740,CUST140,PROD1633,1
ORD50741,CUST141,PROD1334,2
ORD50742,CUST142,PROD1155,2
ORD50743,CUST143,PROD1032,1
ORD50744,CUST144,PROD1029,3
ORD50745,CUST145,PROD1350,3
ORD50746,CUST146,PROD1520,3
ORD50747,CUST147,PROD1003,1
ORD50748,CUST148,PROD1706,3
ORD50749,CUST149,PROD1737,3
ORD50750,CUST100,PROD1304,2
ORD50751,CUST101,PROD1690,1
ORD50752,CUST102,PROD1812,1
ORD50753,CUST103,PROD1470,1
ORD50754,CUST104,PROD1742,1
ORD50755,CUST105,PROD1882,3
ORD50756,CUST106,PROD1405,3
ORD50757,CUST107,PROD1712,2
ORD50758,CUST108,PROD1908,1
ORD50759,CUST109,PROD1743,2
ORD50760,CUST110,PROD1248,2
ORD50761,CUST111,PROD1045,1
ORD50762,CUST112,PROD1365,3
ORD50763,CUST113,PROD1862,2
ORD50764,CUST114,PROD1240,1
ORD50765,CUST115,PROD1912,3
ORD50766,CUST116,PROD1540,1
ORD50767,CUST117,PROD1237,3
ORD50768,CUST118,PROD1360,2
ORD50769,CUST119,PROD1695,2
ORD50770,CUST120,PROD1622,3
ORD50771,CUST121,PROD1094,1
ORD50772,CUST122,PROD1826,3
ORD50773,CUST123,PROD1518,2
ORD50774,CUST124,PROD1411,3
ORD50775,CUST125,PROD1492,2
ORD50776,CUST126,PROD1775,2
ORD50777,CUST127,PROD1369,1
ORD50778,CUST128,PROD1299,3
ORD50779,CUST129,PROD1481,2
ORD50780,CUST130,PROD1991,2
ORD50781,CUST131,PROD1013,3
ORD50782,CUST132,PROD1421,1
ORD50783,CUST133,PROD1570,2
ORD50784,CUST134,PROD1345,1
ORD50785,CUST135,PROD1348,2
ORD50786,CUST136,PROD1224,1
ORD50787,CUST137,PROD1071,3
ORD50788,CUST138,PROD1166,2
ORD50789,CUST139,PROD1262,3
ORD50790,CUST140,PROD1595,3
ORD50791,CUST141,PROD1279,1
ORD50792,CUST142,PROD1057,1
ORD50793,CUST143,PROD1119,3
ORD50794,CUST144,PROD1703,2
ORD50795,CUST145,PROD1964,2
ORD50796,CUST146,PROD1100,3
ORD50797,CUST147,PROD1269,3
ORD50798,CUST148,PROD1132,3
ORD50799,CUST149,PROD1409,3
ORD50800,CUST100,PROD1803,1
ORD50801,CUST101,PROD1525,3
ORD50802,CUST102,PROD1621,3
ORD50803,CUST103,PROD1523,1
ORD50804,CUST104,PROD1436,3
ORD50805,CUST105,PROD1768,2
ORD50806,CUST106,PROD1400,2
ORD50807,CUST107,PROD1138,1
ORD50808,CUST108,PROD1714,3
ORD50809,CUST109,PROD1946,1
ORD50810,CUST110,PROD1939,2
ORD50811,CUST111,PROD1665,3
ORD50812,CUST112,PROD1118,3
ORD50813,CUST113,PROD1949,1
ORD50814,CUST114,PROD1934,2
ORD50815,CUST115,PROD1603,2
ORD50816,CUST116,PROD1386,2
ORD50817,CUST117,PROD1572,2
ORD50818,CUST118,PROD1310,1
ORD50819,CUST119,PROD1089,3
ORD50820,CUST120,PROD1607,1
ORD50821,CUST121,PROD1937,2
ORD50822,CUST122,PROD1432,1
ORD50823,CUST123,PROD1853,2
ORD50824,CUST124,PROD1869,1
ORD50825,CUST125,PROD1626,1
ORD50826,CUST126,PROD1528,2
ORD50827,CUST127,PROD1302,2
ORD50828,CUST128,PROD1462,2
ORD50829,CUST129,PROD1022,3
ORD50830,CUST130,PROD1259,2
ORD50831,CUST131,PROD1934,3
ORD50832,CUST132,PROD1336,3
ORD50833,CUST133,PROD1125,1
ORD50834,CUST134,PROD1813,1
ORD50835,CUST135,PROD1284,1
ORD50836,CUST136,PROD1461,3
ORD50837,CUST137,PROD1517,2
ORD50838,CUST138,PROD1159,3
ORD50839,CUST139,PROD1398,2
ORD50840,CUST140,PROD1816,1
ORD50841,CUST141,PROD1465,1
ORD50842,CUST142,PROD1192,1
ORD50843,CUST143,PROD1881,3
ORD50844,CUST144,PROD1880,3
ORD50845,CUST145,PROD1117,1
ORD50846,CUST146,PROD1538,3
ORD50847,CUST147,PROD1843,3
ORD50848,CUST148,PROD1710,1
ORD50849,CUST149,PROD1489,1
ORD50850,CUST100,PROD1813,3
ORD50851,CUST101,PROD1093,1
ORD50852,CUST102,PROD1465,2
ORD50853,CUST103,PROD1567,2
ORD50854,CUST104,PROD1107,3
ORD50855,CUST105,PROD1645,2
ORD50856,CUST106,PROD1882,2
ORD50857,CUST107,PROD1550,1
ORD50858,CUST108,PROD1982,1
ORD50859,CUST109,PROD1421,2
ORD50860,CUST110,PROD1559,1
ORD50861,CUST111,PROD1622,2
ORD50862,CUST112,PROD1442,3
ORD50863,CUST113,PROD1422,2
ORD50864,CUST114,PROD1507,2
ORD50865,CUST115,PROD1150,3
ORD50866,CUST116,PROD1771,1
ORD50867,CUST117,PROD1084,1
ORD50868,CUST118,PROD1191,2
ORD50869,CUST119,PROD1908,1
ORD50870,CUST120,PROD1518,2
ORD50871,CUST121,PROD1791,3
ORD50872,CUST122,PROD1404,3
ORD50873,CUST123,PROD1109,2
ORD50874,CUST124,PROD1734,1
ORD50875,CUST125,PROD1497,1
ORD50876,CUST126,PROD1638,3
ORD50877,CUST127,PROD1282,2
ORD50878,CUST128,PROD1297,1
ORD50879,CUST129,PROD1691,3
ORD50880,CUST130,PROD1228,1
ORD50881,CUST131,PROD1584,2
ORD50882,CUST132,PROD1302,2
ORD50883,CUST133,PROD1856,3
ORD50884,CUST134,PROD1102,3
ORD50885,CUST135,PROD1150,1
ORD50886,CUST136,PROD1885,2
ORD50887,CUST137,PROD1939,3
ORD50888,CUST138,PROD1502,3
ORD50889,CUST139,PROD1345,3
ORD50890,CUST140,PROD1623,1
ORD50891,CUST141,PROD1508,1
ORD50892,CUST142,PROD1730,3
ORD50893,CUST143,PROD1671,3
ORD50894,CUST144,PROD1947,2
ORD50895,CUST145,PROD1462,3
ORD50896,CUST146,PROD1135,3
ORD50897,CUST147,PROD1851,3
ORD50898,CUST148,PROD1752,1
ORD50899,CUST149,PROD1972,3
ORD50900,CUST100,PROD1631,1
ORD50901,CUST101,PROD1919,1
ORD50902,CUST102,PROD1347,1
ORD50903,CUST103,PROD1371,1
ORD50904,CUST104,PROD1426,3
ORD50905,CUST105,PROD1303,2
ORD50906,CUST106,PROD1652,2
ORD50907,CUST107,PROD1377,3
ORD50908,CUST108,PROD1842,1
ORD50909,CUST109,PROD1867,1
ORD50910,CUST110,PROD1162,3
ORD50911,CUST111,PROD1158,1
ORD50912,CUST112,PROD1476,2
ORD50913,CUST113,PROD1675,3
ORD50914,CUST114,PROD1567,1
ORD50915,CUST115,PROD1898,3
ORD50916,CUST116,PROD1574,3
ORD50917,CUST117,PROD1840,1
ORD50918,CUST118,PROD1150,3
ORD50919,CUST119,PROD1686,2
ORD50920,CUST120,PROD1965,1
ORD50921,CUST121,PROD1356,3
ORD50922,CUST122,PROD1811,3
ORD50923,CUST123,PROD1857,3
ORD50924,CUST124,PROD1181,2
ORD50925,CUST125,PROD1295,1
ORD50926,CUST126,PROD1448,2
ORD50927,CUST127,PROD1999,2
ORD50928,CUST128,PROD1575,3
ORD50929,CUST129,PROD1113,2
ORD50930,CUST130,PROD1973,1
ORD50931,CUST131,PROD1967,3
ORD50932,CUST132,PROD1224,1
ORD50933,CUST133,PROD1869,1
ORD50934,CUST134,PROD1429,3
ORD50935,CUST135,PROD1668,3
ORD50936,CUST136,PROD1025,1
ORD50937,CUST137,PROD1298,2
ORD50938,CUST138,PROD1182,2
ORD50939,CUST139,PROD1975,3
ORD50940,CUST140,PROD1265,2
ORD50941,CUST141,PROD1257,1
ORD50942,CUST142,PROD1703,1
ORD50943,CUST143,PROD1440,3
ORD50944,CUST144,PROD1970,2
ORD50945,CUST145,PROD1306,3
ORD50946,CUST146,PROD1895,3
ORD50947,CUST147,PROD1336,2
ORD50948,CUST148,PROD1774,3
ORD50949,CUST149,PROD1385,3
ORD50950,CUST100,PROD1866,3
ORD50951,CUST101,PROD1341,1
ORD50952,CUST102,PROD1243,2
ORD50953,CUST103,PROD1098,3
ORD50954,CUST104,PROD1358,3
ORD50955,CUST105,PROD1270,2
ORD50956,CUST106,PROD1084,3
ORD50957,CUST107,PROD1976,3
ORD50958,CUST108,PROD1670,1
ORD50959,CUST109,PROD1392,2
ORD50960,CUST110,PROD1836,1
ORD50961,CUST111,PROD1864,3
ORD50962,CUST112,PROD1031,1
ORD50963,CUST113,PROD1101,2
ORD50964,CUST114,PROD1510,3
ORD50965,CUST115,PROD1284,1
ORD50966,CUST116,PROD1767,2
ORD50967,CUST117,PROD1137,1
ORD50968,CUST118,PROD1583,3
ORD50969,CUST119,PROD1889,3
ORD50970,CUST120,PROD1961,3
ORD50971,CUST121,PROD1076,1
ORD50972,CUST122,PROD1139,2
ORD50973,CUST123,PROD1580,2
ORD50974,CUST124,PROD1003,2
ORD50975,CUST125,PROD1408,1
ORD50976,CUST126,PROD1608,2
ORD50977,CUST127,PROD1577,2
ORD50978,CUST128,PROD1041,1
ORD50979,CUST129,PROD1392,3
ORD50980,CUST130,PROD1464,1
ORD50981,CUST131,PROD1011,3
ORD50982,CUST132,PROD1201,1
ORD50983,CUST133,PROD1523,3
ORD50984,CUST134,PROD1477,1
ORD50985,CUST135,PROD1063,3
ORD50986,CUST136,PROD1755,3
ORD50987,CUST137,PROD1159,2
ORD50988,CUST138,PROD1424,2
ORD50989,CUST139,PROD1705,1
ORD50990,CUST140,PROD1751,1
ORD50991,CUST141,PROD1690,2
ORD50992,CUST142,PROD1218,2
ORD50993,CUST143,PROD1140,1
ORD50994,CUST144,PROD1094,2
ORD50995,CUST145,PROD1731,2
ORD50996,CUST146,PROD1870,3
ORD50997,CUST147,PROD1772,1
ORD50998,CUST148,PROD1227,2
ORD50999,CUST149,PROD1511,2
